field_82446_a,renderedBatSize,net/minecraft/client/renderer/entity/RenderBat
field_73212_b,noiseGen6,net/minecraft/world/gen/ChunkProviderGenerate
field_147213_b,field_147213_b,net/minecraft/client/particle/EffectRenderer$1
RENDER_CLOUDS,RENDER_CLOUDS,net/minecraft/client/settings/GameSettings$Options
field_96113_a,isBlocked,net/minecraft/entity/item/EntityMinecartHopper
field_70553_i,particleGreen,net/minecraft/client/particle/EntityFX
field_150453_bW,daylight_detector,net/minecraft/init/Blocks
field_150454_av,iron_door,net/minecraft/init/Blocks
field_96658_a,field_96658_a,net/minecraft/scoreboard/Score
field_71290_O,worldIsBeingDeleted,net/minecraft/server/MinecraftServer
field_148736_a,soundPool,net/minecraft/client/audio/SoundEventAccessorComposite
field_96452_b,flipU,net/minecraft/client/renderer/IconFlipped
field_110684_D,frontRightLeg,net/minecraft/client/model/ModelHorse
field_146353_s,field_146353_s,net/minecraft/client/gui/GuiYesNo
field_75261_c,field_75261_c,net/minecraft/entity/ai/EntityAIPlay
field_78504_Q,lightmapColors,net/minecraft/client/renderer/EntityRenderer
field_77353_D,thresholdEnchantability,net/minecraft/enchantment/EnchantmentProtection
field_152334_t,field_152334_t,net/minecraft/client/gui/stream/GuiTwitchUserMode
field_150192_M,field_150192_M,net/minecraft/block/BlockQuartz
field_73225_u,strongholdGenerator,net/minecraft/world/gen/ChunkProviderGenerate
field_150703_b,value,net/minecraft/event/HoverEvent
field_146416_h,sentHistoryCursor,net/minecraft/client/gui/GuiChat
field_149499_c,field_149499_c,net/minecraft/network/play/client/C13PacketPlayerAbilities
field_150385_bj,nether_brick,net/minecraft/init/Blocks
field_150251_h,chatClickEvent,net/minecraft/util/ChatStyle
field_152642_a,field_152642_a,net/minecraft/server/management/UserListEntry
field_78512_g,torchFlickerY,net/minecraft/client/renderer/EntityRenderer
field_150490_a,field_150490_a,net/minecraft/nbt/JsonToNBT$Any
field_110127_a,field_110127_a,net/minecraft/client/particle/EntityLargeExplodeFX
field_152110_j,field_152110_j,net/minecraft/tileentity/TileEntitySkull
field_110477_c,frameHeight,net/minecraft/client/resources/data/AnimationMetadataSection
field_73168_g,noiseData4,net/minecraft/world/gen/ChunkProviderHell
field_110170_bx,field_110170_bx,net/minecraft/entity/EntityLiving
field_146076_bu,field_146076_bu,net/minecraft/entity/monster/EntityZombie
DARK_GRAY,DARK_GRAY,net/minecraft/util/EnumChatFormatting
field_146477_v,bookImageHeight,net/minecraft/client/gui/GuiScreenBook
field_147716_d,field_147716_d,net/minecraft/client/renderer/tileentity/TileEntityRendererChestHelper
field_75265_b,speed,net/minecraft/entity/ai/EntityAIPanic
field_148101_e,field_148101_e,net/minecraft/client/shader/ShaderUniform
field_154357_c,field_154357_c,net/minecraft/realms/RealmsConnect$1
field_70929_i,timeWolfIsShaking,net/minecraft/entity/passive/EntityWolf
field_74503_a,mc,net/minecraft/client/Minecraft$6
field_146142_r,field_146142_r,net/minecraft/client/gui/inventory/GuiBeacon$Button
field_147820_O,aoLightValueScratchXZPN,net/minecraft/client/renderer/RenderBlocks
field_149480_h,field_149480_h,net/minecraft/network/play/client/C03PacketPlayer
field_70993_bI,target,net/minecraft/entity/boss/EntityDragon
field_70135_K,field_70135_K,net/minecraft/entity/Entity
field_72311_b,blockX,net/minecraft/util/MovingObjectPosition
field_149408_a,field_149408_a,net/minecraft/network/play/server/S1BPacketEntityAttach
field_148151_d,right,net/minecraft/client/gui/GuiSlot
field_150033_a,field_150033_a,net/minecraft/block/BlockColored
field_75941_c,generalStats,net/minecraft/stats/StatList
field_146594_a,field_146594_a,net/minecraft/client/gui/GuiDownloadTerrain
field_147844_c,useInventoryTint,net/minecraft/client/renderer/RenderBlocks
field_75436_a,theEntity,net/minecraft/entity/ai/EntityAIMoveTowardsRestriction
field_147999_d,field_147999_d,net/minecraft/client/shader/ShaderManager
field_77526_d,isStopping,net/minecraft/client/multiplayer/ThreadLanServerPing
field_110540_a,resourcePacks,net/minecraft/client/resources/FallbackResourceManager
field_150625_aG,field_150625_aG,net/minecraft/world/biome/BiomeGenMesa
field_70956_bz,wealth,net/minecraft/entity/passive/EntityVillager
field_76579_a,worldObj,net/minecraft/world/WorldProvider
field_147867_u,uvRotateTop,net/minecraft/client/renderer/RenderBlocks
field_75864_d,pathOptions,net/minecraft/pathfinding/PathFinder
field_152956_h,field_152956_h,net/minecraft/client/stream/TwitchStream
field_75182_e,tileDispenser,net/minecraft/inventory/ContainerDispenser
field_77610_b,recipeItems,net/minecraft/item/crafting/RecipesArmor
field_77556_a,wasUpdated,net/minecraft/client/network/LanServerDetector$LanServerList
field_151123_aH,slime_ball,net/minecraft/init/Items
field_150168_M,field_150168_M,net/minecraft/block/BlockOldLog
field_82436_m,field_82436_m,net/minecraft/client/renderer/entity/RenderZombie
field_148300_d,field_148300_d,net/minecraft/client/gui/ServerListEntryNormal
field_78126_a,isCarrying,net/minecraft/client/model/ModelEnderman
field_150797_b,field_150797_b,net/minecraft/util/MessageSerializer
field_145927_n,field_145927_n,net/minecraft/tileentity/TileEntityEnchantmentTable
field_110314_b,locationStevePng,net/minecraft/client/entity/AbstractClientPlayer
field_78802_n,boxName,net/minecraft/client/model/ModelRenderer
field_146431_f,field_146431_f,net/minecraft/client/gui/GuiFlatPresets
field_73088_d,isDestroyingBlock,net/minecraft/server/management/ItemInWorldManager
field_78113_g,bipedLeftArm,net/minecraft/client/model/ModelBiped
height,height,net/minecraft/realms/RealmsEditBox
textColor,textColor,net/minecraft/realms/RealmsEditBox
field_76724_a,regionFile,net/minecraft/world/chunk/storage/RegionFile$ChunkBuffer
field_74937_b,scatteredFeatureSizeY,net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$Feature
field_153049_g,field_153049_g,net/minecraft/client/stream/IngestServerTester
field_82694_i,noBreedTicks,net/minecraft/village/Village
field_82671_h,field_82671_h,net/minecraft/world/gen/structure/MapGenStronghold
field_147092_v,field_147092_v,net/minecraft/client/gui/GuiRepair
field_75335_b,theMerchant,net/minecraft/entity/ai/EntityAILookAtTradePlayer
field_76412_L,effectiveness,net/minecraft/potion/Potion
field_146130_o,field_146130_o,net/minecraft/client/gui/GuiOptions$1
field_76761_J,spawnableMonsterList,net/minecraft/world/biome/BiomeGenBase
field_94579_S,pendingTickListEntriesThisTick,net/minecraft/world/WorldServer
field_150964_J,field_150964_J,net/minecraft/stats/AchievementList
field_150800_a,logger,net/minecraft/util/MessageDeserializer
field_146252_h,chatLines,net/minecraft/client/gui/GuiNewChat
field_149534_b,field_149534_b,net/minecraft/network/play/client/C0FPacketConfirmTransaction
field_151302_a,field_151302_a,net/minecraft/world/World$1
field_73264_c,chunkLocation,net/minecraft/server/management/PlayerManager$PlayerInstance
field_152128_a,field_152128_a,net/minecraft/client/Minecraft$16
field_110854_k,zombieHorseTextures,net/minecraft/client/renderer/entity/RenderHorse
field_78184_c,wolfLeg1,net/minecraft/client/model/ModelWolf
field_75232_b,thePlayer,net/minecraft/inventory/SlotMerchantResult
field_148848_d,field_148848_d,net/minecraft/network/play/server/S25PacketBlockBreakAnim
field_147552_d,staticPlayerZ,net/minecraft/client/renderer/tileentity/TileEntityRendererDispatcher
field_70724_aR,attackTime,net/minecraft/entity/EntityLivingBase
field_74328_V,noclipRate,net/minecraft/client/settings/GameSettings
field_110792_a,field_110792_a,net/minecraft/client/renderer/entity/RenderFish
LoggedIn,LoggedIn,net/minecraft/client/stream/BroadcastController$BroadcastState
field_78227_i,rearFoot,net/minecraft/client/model/ModelDragon
field_150038_a,field_150038_a,net/minecraft/block/BlockCake
field_147509_j,field_147509_j,net/minecraft/client/renderer/tileentity/TileEntityChestRenderer
field_151585_k,plants,net/minecraft/block/material/Material
field_78100_b,coverLeft,net/minecraft/client/model/ModelBook
field_75254_a,mutexBits,net/minecraft/entity/ai/EntityAIBase
title,title,net/minecraft/realms/DisconnectedOnlineScreen
field_153014_l,field_153014_l,net/minecraft/client/stream/ChatController
BLOCKS,BLOCKS,net/minecraft/client/audio/SoundCategory
field_143039_c,field_143039_c,net/minecraft/world/gen/structure/MapGenStructureIO
field_77360_B,baseEnchantability,net/minecraft/enchantment/EnchantmentDamage
field_146323_G,field_146323_G,net/minecraft/client/gui/GuiCreateWorld
field_147646_a,logger,net/minecraft/client/renderer/texture/TextureManager
field_151446_aD,mapSoundLevels,net/minecraft/client/settings/GameSettings
field_148223_k,field_148223_k,net/minecraft/client/gui/achievement/GuiStats$StatsMobsList
field_73017_q,thunderingStrength,net/minecraft/world/World
field_82818_l,goldenCarrotEffect,net/minecraft/potion/PotionHelper
GOLD,GOLD,net/minecraft/item/Item$ToolMaterial
field_75994_l,statStringFormatter,net/minecraft/stats/Achievement
field_111241_a,theHorse,net/minecraft/inventory/ContainerHorseInventory$2
field_71080_cy,prevTimeInPortal,net/minecraft/client/entity/EntityPlayerSP
field_151447_Z,keyBindScreenshot,net/minecraft/client/settings/GameSettings
field_78537_ab,random,net/minecraft/client/renderer/EntityRenderer
field_147625_i,framebufferColor,net/minecraft/client/shader/Framebuffer
ARTHROPOD,ARTHROPOD,net/minecraft/entity/EnumCreatureAttribute
field_149968_a,field_149968_a,net/minecraft/block/BlockSign
field_147592_B,renderBlocksRg,net/minecraft/client/renderer/RenderGlobal
field_76545_b,itemsToGenerateInBonusChest,net/minecraft/world/gen/feature/WorldGeneratorBonusChest
field_147908_f,staticEntity,net/minecraft/client/renderer/entity/Render
field_71585_d,offsetsZForSide,net/minecraft/util/Facing
field_72647_g,rconPort,net/minecraft/network/rcon/RConThreadMain
field_142022_ce,field_142022_ce,net/minecraft/client/entity/EntityClientPlayerMP
field_76323_d,profilingSection,net/minecraft/profiler/Profiler
field_151064_bs,magma_cream,net/minecraft/init/Items
field_75367_f,theWorld,net/minecraft/entity/ai/EntityAIFleeSun
field_152881_q,field_152881_q,net/minecraft/client/stream/BroadcastController
field_149761_L,blockIcon,net/minecraft/block/Block
field_72740_G,renderEntitiesStartupCounter,net/minecraft/client/renderer/RenderGlobal
field_78027_g,tabAllSearch,net/minecraft/creativetab/CreativeTabs
field_78725_b,renderPosX,net/minecraft/client/renderer/entity/RenderManager
field_152795_c,field_152795_c,net/minecraft/client/resources/SkinManager
field_151091_cg,record_chirp,net/minecraft/init/Items
field_146555_f,field_146555_f,net/minecraft/client/gui/achievement/GuiAchievements
field_78289_c,fontRandom,net/minecraft/client/gui/FontRenderer
field_149047_h,field_149047_h,net/minecraft/network/play/server/S0FPacketSpawnMob
field_150352_o,gold_ore,net/minecraft/init/Blocks
field_71452_i,effectRenderer,net/minecraft/client/Minecraft
field_147602_h,prevRenderSortZ,net/minecraft/client/renderer/RenderGlobal
field_149216_e,field_149216_e,net/minecraft/network/play/server/S29PacketSoundEffect
HANDSHAKING,HANDSHAKING,net/minecraft/network/EnumConnectionState
field_149456_b,field_149456_b,net/minecraft/network/play/server/S18PacketEntityTeleport
field_70570_a,reddustParticleScale,net/minecraft/client/particle/EntityReddustFX
field_77286_a,isFlaming,net/minecraft/world/Explosion
field_70752_e,potionsNeedUpdate,net/minecraft/entity/EntityLivingBase
field_74516_a,keybindArray,net/minecraft/client/settings/KeyBinding
field_152762_d,field_152762_d,net/minecraft/util/ThreadSafeBoundList
field_149949_b,field_149949_b,net/minecraft/block/BlockEnchantmentTable
field_150426_aN,glowstone,net/minecraft/init/Blocks
field_111178_b,field_111178_b,net/minecraft/entity/ai/EntityAIRunAroundLikeCrazy
field_70250_c,shootingEntity,net/minecraft/entity/projectile/EntityArrow
field_111019_a,field_111019_a,net/minecraft/world/gen/structure/StructureNetherBridgePieces$Piece
field_146016_i,field_146016_i,net/minecraft/tileentity/TileEntityBeacon
field_110833_a,cowTextures,net/minecraft/client/renderer/entity/RenderCow
field_72599_c,randomChallenge,net/minecraft/network/rcon/RConThreadQuery$Auth
field_149973_b,repeaterTorchOffset,net/minecraft/block/BlockRedstoneRepeater
field_70238_i,inGround,net/minecraft/entity/projectile/EntityFireball
field_149945_N,field_149945_N,net/minecraft/block/BlockDispenser
field_70756_c,revengeTimer,net/minecraft/entity/EntityLivingBase
field_82596_a,registryObjects,net/minecraft/util/RegistrySimple
field_70252_j,ticksInGround,net/minecraft/entity/projectile/EntityArrow
field_94600_b,iconArray,net/minecraft/item/ItemBow
field_73037_M,mc,net/minecraft/client/multiplayer/WorldClient
field_148738_b,field_148738_b,net/minecraft/client/audio/SoundEventAccessor
field_149329_a,field_149329_a,net/minecraft/network/play/server/S3CPacketUpdateScore
field_75171_k,posZ,net/minecraft/inventory/ContainerEnchantment
field_75155_e,lowerChestInventory,net/minecraft/inventory/ContainerChest
field_96303_A,fancyStyling,net/minecraft/util/EnumChatFormatting
field_151343_f,eventParameter,net/minecraft/block/BlockEventData
field_110876_g,redOcelotTextures,net/minecraft/client/renderer/entity/RenderOcelot
field_149579_d,field_149579_d,net/minecraft/network/play/client/C08PacketPlayerBlockPlacement
field_110929_d,RES_UNDERWATER_OVERLAY,net/minecraft/client/renderer/ItemRenderer
field_75358_j,field_75358_j,net/minecraft/entity/ai/EntityAIBreakDoor
field_77068_a,field_77068_a,net/minecraft/client/renderer/entity/RenderBlaze
field_147897_b,field_147897_b,net/minecraft/client/particle/EffectRenderer$2
field_76099_c,spawnX,net/minecraft/world/storage/WorldInfo
field_148828_i,openGL14,net/minecraft/client/renderer/OpenGlHelper
field_150577_O,coldBeach,net/minecraft/world/biome/BiomeGenBase
field_147700_a,missing_sound,net/minecraft/client/audio/SoundHandler
field_152405_O,field_152405_O,net/minecraft/client/settings/GameSettings
field_147058_w,selectedTabIndex,net/minecraft/client/gui/inventory/GuiContainerCreative
field_147866_ai,aoBrightnessXZPN,net/minecraft/client/renderer/RenderBlocks
field_75257_c,lookZ,net/minecraft/entity/ai/EntityAILookIdle
field_92042_ax,fireworkAge,net/minecraft/client/particle/EntityFireworkStarterFX
field_149286_i,field_149286_i,net/minecraft/network/play/server/S21PacketChunkData
field_111021_b,field_111021_b,net/minecraft/world/gen/structure/StructureNetherBridgePieces$Corridor
field_147372_n,field_147372_n,net/minecraft/network/NetHandlerPlayServer
DIFFICULTY,DIFFICULTY,net/minecraft/client/settings/GameSettings$Options
SHOW_ACHIEVEMENT,SHOW_ACHIEVEMENT,net/minecraft/event/HoverEvent$Action
field_149510_c,field_149510_c,net/minecraft/network/play/client/C07PacketPlayerDigging
field_146061_aH,field_146061_aH,net/minecraft/entity/projectile/EntityFishHook
field_150594_b,height_ShallowWaters,net/minecraft/world/biome/BiomeGenBase
field_74338_d,invertMouse,net/minecraft/client/settings/GameSettings
field_152693_a,field_152693_a,net/minecraft/server/management/UserList
field_110280_bR,field_110280_bR,net/minecraft/entity/passive/EntityHorse
field_147301_d,logger,net/minecraft/client/network/NetHandlerPlayClient
field_78941_z,tessellator,net/minecraft/client/renderer/WorldRenderer
field_147434_q,field_147434_q,net/minecraft/world/gen/ChunkProviderGenerate
field_73163_a,worldObj,net/minecraft/world/gen/ChunkProviderFlat
field_70579_a,timeSinceStart,net/minecraft/client/particle/EntityHugeExplodeFX
field_153200_g,field_153200_g,net/minecraft/client/renderer/OpenGlHelper
field_151195_d,field_151195_d,net/minecraft/util/HttpUtil$1
field_150389_bf,brick_stairs,net/minecraft/init/Blocks
field_80005_w,hideServerAddress,net/minecraft/client/settings/GameSettings
field_110701_S,horseRightRein,net/minecraft/client/model/ModelHorse
field_147707_d,theShaderGroup,net/minecraft/client/renderer/EntityRenderer
field_75101_c,allowFlying,net/minecraft/entity/player/PlayerCapabilities
field_110190_br,field_110190_br,net/minecraft/entity/monster/EntityPigZombie
